"id","accuracy","auc","precision","recall","f1","layers"
"413","0.992857142857143","0.983333333333333","0.991304347826087","1","1","13-8-1"
"414","1","1","1","1","1","13-8-2"
"415","0.992857142857143","0.983333333333333","0.991304347826087","1","1","13-8-3"
"416","1","1","1","1","1","13-8-4"
"417","0.985714285714286","0.965714285714286","0.982575757575758","1","1","14-1-1"
"418","0.978571428571428","0.963492063492063","0.971861471861472","1","1","14-1-2"
"419","0.971428571428572","0.931428571428571","0.965942028985507","1","1","14-1-3"
"420","0.971428571428572","0.941666666666667","0.964727272727273","1","1","14-1-4"
"421","0.985714285714286","0.975238095238095","0.991666666666667","0.990476190476191","1","14-2-1"
"422","0.992857142857143","0.9875","0.990476190476191","1","1","14-2-2"
"423","0.978571428571429","0.955652173913043","0.984","0.991304347826087","1","14-2-3"
"424","1","1","1","1","1","14-2-4"
"425","0.985714285714286","0.970833333333333","0.981780538302277","1","1","14-3-1"
"426","0.992857142857143","0.985714285714286","0.990909090909091","1","1","14-3-2"
"427","0.992857142857143","0.985714285714286","0.990909090909091","1","1","14-3-3"
"428","1","1","1","1","1","14-3-4"
"429","0.992857142857143","0.9875","0.990476190476191","1","1","14-4-1"
"430","0.978571428571429","0.960952380952381","0.982142857142857","0.990476190476191","1","14-4-2"
"431","0.992857142857143","0.990909090909091","0.988888888888889","1","1","14-4-3"
"432","0.992857142857143","0.985714285714286","0.990909090909091","1","1","14-4-4"
"433","0.978571428571428","0.963492063492063","0.971861471861472","1","1","14-5-1"
"434","1","1","1","1","1","14-5-2"
"435","0.992857142857143","0.995238095238095","1","0.990476190476191","1","14-5-3"
"436","0.978571428571429","0.9625","0.972294372294372","1","1","14-5-4"
"437","0.992857142857143","0.983333333333333","0.991304347826087","1","1","14-6-1"
"438","0.985714285714286","0.971428571428572","0.982608695652174","1","1","14-6-2"
"439","0.985714285714286","0.971428571428572","0.981818181818182","1","1","14-6-3"
"440","0.985714285714286","0.966666666666667","0.983333333333333","1","1","14-6-4"
"441","0.985714285714286","0.978571428571429","0.991304347826087","0.990476190476191","1","14-7-1"
"442","0.978571428571429","0.975641025641026","0.991304347826087","0.984615384615385","1","14-7-2"
"443","0.985714285714286","0.9625","0.982476190476191","1","1","14-7-3"
"444","1","1","1","1","1","14-7-4"
"445","0.985714285714286","0.981818181818182","0.978947368421053","1","1","14-8-1"
"446","0.992857142857143","0.975","0.992","1","1","14-8-2"
"447","0.992857142857143","0.983333333333333","0.991304347826087","1","1","14-8-3"
"448","1","1","1","1","1","14-8-4"
"449","0.985714285714286","0.969047619047619","0.982213438735178","1","1","15-1-1"
"450","0.992857142857143","0.990909090909091","0.988888888888889","1","1","15-1-2"
"451","0.971428571428572","0.9175","0.966758241758242","1","1","15-1-3"
"452","0.921428571428571","0.852380952380952","0.918931068931069","1","0.933333333333333","15-1-4"
"453","0.985714285714286","0.960714285714286","0.982909090909091","1","1","15-2-1"
"454","1","1","1","1","1","15-2-2"
"455","1","1","1","1","1","15-2-3"
"456","0.985714285714286","0.95","0.984615384615385","1","1","15-2-4"
"457","0.978571428571429","0.9475","0.97447619047619","1","1","15-3-1"
"458","0.978571428571429","0.96231884057971","0.983333333333333","0.991304347826087","1","15-3-2"
"459","1","1","1","1","1","15-3-3"
"460","1","1","1","1","1","15-3-4"
"461","0.992857142857143","0.975","0.992","1","1","15-4-1"
"462","0.992857142857143","0.983333333333333","0.991304347826087","1","1","15-4-2"
"463","1","1","1","1","1","15-4-3"
"464","1","1","1","1","1","15-4-4"
"465","1","1","1","1","1","15-5-1"
"466","1","1","1","1","1","15-5-2"
"467","0.992857142857143","0.9875","0.990476190476191","1","1","15-5-3"
"468","1","1","1","1","1","15-5-4"
"469","0.978571428571429","0.9425","0.974142857142857","1","1","15-6-1"
"470","0.971428571428572","0.941666666666667","0.964727272727273","1","1","15-6-2"
"471","0.992857142857143","0.98","0.991666666666667","1","1","15-6-3"
"472","0.992857142857143","0.985714285714286","0.990909090909091","1","1","15-6-4"
"473","0.992857142857143","0.988888888888889","0.99","1","1","15-7-1"
"474","0.985714285714286","0.972222222222222","0.981304347826087","1","1","15-7-2"
"475","0.992857142857143","0.9875","0.990476190476191","1","1","15-7-3"
"476","1","1","1","1","1","15-7-4"
"477","1","1","1","1","1","15-8-1"
"478","0.985714285714286","0.970833333333333","0.981780538302277","1","1","15-8-2"
"479","0.992857142857143","0.990909090909091","0.988888888888889","1","1","15-8-3"
"480","1","1","1","1","1","15-8-4"
