"","accuracy","auc","precision","recall","f1","V1"
"1","0.971428571428572","0.942121212121212","0.975","0.990909090909091","1","1-1"
"2","1","1","1","1","1","1-2"
"3","1","1","1","1","1","1-3"
"4","0.978571428571429","0.960714285714286","0.982575757575758","0.99","1","1-4"
"5","0.985714285714286","0.991666666666667","1","0.983333333333333","1","1-5"
"6","0.978571428571429","0.956388888888889","0.972142857142857","1","1","1-6"
"7","1","1","1","1","1","1-7"
"8","0.992857142857143","0.985714285714286","0.990909090909091","1","1","1-8"
"9","1","1","1","1","1","2-1"
"10","1","1","1","1","1","2-2"
"11","0.992857142857143","0.98","0.991666666666667","1","1","2-3"
"12","1","1","1","1","1","2-4"
"13","0.992857142857143","0.990909090909091","0.988888888888889","1","1","2-5"
"14","1","1","1","1","1","2-6"
"15","0.992857142857143","0.985714285714286","0.990909090909091","1","1","2-7"
"16","0.992857142857143","0.9875","0.990476190476191","1","1","2-8"
"17","0.992857142857143","0.985714285714286","0.990909090909091","1","1","3-1"
"18","1","1","1","1","1","3-2"
"19","0.978571428571429","0.963333333333333","0.971304347826087","1","1","3-3"
"20","1","1","1","1","1","3-4"
"21","1","1","1","1","1","3-5"
"22","1","1","1","1","1","3-6"
"23","1","1","1","1","1","3-7"
"24","0.992857142857143","0.983333333333333","0.991304347826087","1","1","3-8"
"25","0.985714285714286","0.970833333333333","0.981780538302277","1","1","4-1"
"26","0.985714285714286","0.958333333333333","0.983304347826087","1","1","4-2"
"27","0.978571428571429","0.954761904761905","0.973913043478261","1","1","4-3"
"28","0.992857142857143","0.98","0.991666666666667","1","1","4-4"
"29","0.985714285714286","0.966666666666667","0.983333333333333","1","1","4-5"
"30","1","1","1","1","1","4-6"
"31","1","1","1","1","1","4-7"
"32","1","1","1","1","1","4-8"
"33","0.957142857142857","0.9","0.957142857142857","1","0.933333333333333","5-1"
"34","1","1","1","1","1","5-2"
"35","0.992857142857143","0.983333333333333","0.991304347826087","1","1","5-3"
"36","1","1","1","1","1","5-4"
"37","0.992857142857143","0.983333333333333","0.991304347826087","1","1","5-5"
"38","0.992857142857143","0.988888888888889","0.99","1","1","5-6"
"39","1","1","1","1","1","5-7"
"40","1","1","1","1","1","5-8"
"41","0.978571428571429","0.967261904761905","0.982608695652174","0.991666666666667","1","6-1"
"42","1","1","1","1","1","6-2"
"43","1","1","1","1","1","6-3"
"44","0.992857142857143","0.985714285714286","0.990909090909091","1","1","6-4"
"45","0.992857142857143","0.985714285714286","0.990909090909091","1","1","6-5"
"46","1","1","1","1","1","6-6"
"47","1","1","1","1","1","6-7"
"48","0.992857142857143","0.966666666666667","0.992307692307692","1","1","6-8"
"49","0.992857142857143","0.983333333333333","0.991304347826087","1","1","7-1"
"50","0.992857142857143","0.975","0.992","1","1","7-2"
"51","0.978571428571428","0.957142857142857","0.975","1","1","7-3"
"52","1","1","1","1","1","7-4"
"53","1","1","1","1","1","7-5"
"54","0.985714285714286","0.978888888888889","0.979473684210526","1","1","7-6"
"55","0.992857142857143","0.966666666666667","0.992307692307692","1","1","7-7"
