"","accuracy","auc","precision","recall","f1"
"1",0.792857142857143,0.598611111111111,0.816942028985507,0.958333333333333,0.877726093703191
"2",0.785714285714286,0.659065656565657,0.840969696969697,0.904242424242424,0.867178968655207
"3",0.807142857142857,0.684694616977226,0.857034559643255,0.910817805383023,0.87993702508718
"4",0.814285714285714,0.757435897435897,0.877541125541126,0.898205128205128,0.881693569473629
"5",0.821428571428572,0.710606060606061,0.862803500846979,0.931818181818182,0.889232270071985
"6",0.828571428571429,0.722194616977226,0.877101449275362,0.910817805383023,0.892070493236826
"7",0.857142857142857,0.742199792960663,0.881006587615283,0.947256728778468,0.911739612852923
"8",0.85,0.747987483530962,0.880384919428398,0.940217391304348,0.904826564660805
"9",0.8,0.670408902691511,0.850367892976589,0.910817805383023,0.876072290787663
