"","accuracy","auc","precision","recall","f1","V1"
"1","0.807142857142857","0.718274515339733","0.875242176587714","0.881072840203275","0.875826206314011","1"
"2","0.75","0.639914361001317","0.836786018755328","0.85459062676454","0.839759295078444","2"
"3","0.685714285714286","0.611164125729343","0.825979243233248","0.736613965744401","0.776899174820702","3"
"4","0.742857142857143","0.664826248757599","0.869734943419154","0.794096941959642","0.82785354662343","4"
"5","0.721428571428571","0.684842995169082","0.871863081617086","0.754685990338164","0.804479084889049","5"
"6","0.65","0.560213032581454","0.80378469569646","0.739473684210526","0.761355993624101","6"
"7","0.707142857142857","0.578856437679967","0.830375939849624","0.796024563671623","0.80685566876669","7"
"8","0.664285714285714","0.595174362886033","0.829663865546219","0.719237614660956","0.766408903618206","8"
"9","0.8","0.675510228139519","0.849561403508772","0.897687122945704","0.87072258925133","9"
"10","0.692857142857143","0.567364433811802","0.804173669467787","0.784728867623605","0.792035624189315","10"
"11","0.728571428571429","0.622359307359307","0.830787671519937","0.817099567099567","0.818763559547825","11"
"12","0.7","0.582738095238095","0.81227129087541","0.811904761904762","0.80711500385919","12"
"13","0.7","0.62732683982684","0.838665603402445","0.760606060606061","0.796472226960032","13"
"14","0.7","0.634329796824076","0.838722943722944","0.761992926981485","0.794579064346506","14"
"15","0.7","0.586400748374433","0.838339920948617","0.764468163415532","0.796270689293945","15"
"16","0.764285714285714","0.681547619047619","0.874391512377782","0.820238095238095","0.844139846628713","16"
"17","0.728571428571428","0.632814074246299","0.836406926406926","0.808052390916841","0.81976756607697","17"
"18","0.678571428571429","0.655463956333522","0.865064935064935","0.700451722190853","0.767604429048738","18"
"19","0.678571428571429","0.565684265010352","0.813263593767026","0.763987577639752","0.785342614917944","19"
"20","0.721428571428571","0.682310849587737","0.86585326953748","0.761447096000872","0.805810138884743","20"
