"","accuracy","auc","precision","sensitivity","specificity","f1","V1"
"1","0.786626528005838","0.693506493506493","0.864973649538867","0.863203463203463","0.523809523809524","0.862619988706945","Type: C-classification Kernel: linear"
"2","0.785851122058019","0.528571428571429","0.788972815179712","0.990476190476191","0.0666666666666667","0.878053899820798","Type: C-classification Kernel: polynomial"
"3","0.807051632913702","0.586147186147186","0.81054131054131","0.981818181818182","0.19047619047619","0.887907077724707","Type: C-classification Kernel: radial"
"4","0.8","0.595670995670996","0.813925925925926","0.962770562770563","0.228571428571429","0.881847873284374","Type: C-classification Kernel: sigmoid"
"5","0.603804050355775","0.525541125541126","0.757445887445887","0.665367965367965","0.385714285714286","0.696992609101671","Type: nu-classification Kernel: linear"
"6","0.807051632913702","0.60995670995671","0.822208754208754","0.962770562770563","0.257142857142857","0.88607983519979","Type: nu-classification Kernel: polynomial"
"7","0.777686553548622","0.651948051948052","0.843764769851726","0.88008658008658","0.423809523809524","0.859856946302129","Type: nu-classification Kernel: radial"
"8","0.320571063674512","0.421428571428571","0.698376623376623","0.238095238095238","0.604761904761905","0.351774891774892","Type: nu-classification Kernel: sigmoid"
"9","NaN","0.466883116883117","NaN","NaN","NaN","NaN","Type: one-classification Kernel: linear"
"10","NaN","0.453030303030303","NaN","NaN","NaN","NaN","Type: one-classification Kernel: polynomial"
"11","NaN","0.533549783549783","NaN","NaN","NaN","NaN","Type: one-classification Kernel: radial"
"12","NaN","0.529437229437229","NaN","NaN","NaN","NaN","Type: one-classification Kernel: sigmoid"
