"","accuracy","auc","precision","recall","f1","V1"
"1","0.75","0.681361283643892","0.864882364012799","0.807008281573499","0.830203026947213","1-1-1"
"2","0.771428571428571","0.683715415019763","0.876827094474153","0.827430830039526","0.848794653096713","1-1-2"
"3","0.785714285714286","0.690441370223979","0.849741200828157","0.904216073781291","0.867615283267457","1-1-3"
"4","0.8","0.679935064935065","0.852950310559006","0.908679653679654","0.876278299388512","1-1-4"
"5","0.75","0.651377724614567","0.8433465085639","0.841644338118022","0.83679793841681","1-2-1"
"6","0.771428571428571","0.678955862977602","0.873232492997199","0.817911725955204","0.840930553239523","1-2-2"
"7","0.75","0.593442028985507","0.81985014985015","0.885455486542443","0.845350009651808","1-2-3"
"8","0.728571428571429","0.558181818181818","0.803246753246753","0.88","0.831688941998345","1-2-4"
"9","0.785714285714286","0.687242424242424","0.871754385964912","0.848077922077922","0.856708953851811","1-3-1"
"10","0.764285714285714","0.668874904652937","0.856462450592885","0.847749809305873","0.848007922310248","1-3-2"
"11","0.75","0.552843434343434","0.817017057017057","0.872353535353535","0.841196848624884","1-3-3"
"12","0.757142857142857","0.671293650793651","0.839761904761905","0.852587301587302","0.842141127338325","1-3-4"
"13","0.742857142857143","0.591755986979772","0.816375350140056","0.887148337595908","0.836584553657724","1-4-1"
"14","0.785714285714286","0.714846237309153","0.86863298715015","0.874843989769821","0.861233450742045","1-4-2"
"15","0.764285714285714","0.653280322017164","0.852619047619048","0.857354294827979","0.850364117232624","1-4-3"
"16","0.785714285714286","0.741647342995169","0.875387744724129","0.843294685990338","0.855096281965901","1-4-4"
"17","0.785714285714286","0.72582298136646","0.887683402880603","0.833074534161491","0.85768258376954","1-5-1"
"18","0.75","0.565380952380952","0.804053193183628","0.899809523809524","0.845955096663171","1-5-2"
"19","0.75","0.6693115364168","0.85554347826087","0.827511961722488","0.834298526289373","1-5-3"
"20","0.75","0.616376349305411","0.828989698326083","0.8505304763886","0.83809086286203","1-5-4"
"21","0.742857142857143","0.651717391304348","0.853995540063652","0.805101449275362","0.825570251102166","1-6-1"
"22","0.792857142857143","0.675619681615105","0.871984126984127","0.856953648944496","0.861354609569451","1-6-2"
"23","0.757142857142857","0.619061264822134","0.820978354978355","0.891455862977602","0.849021268586486","1-6-3"
"24","0.742857142857143","0.629099849425936","0.835612648221344","0.835580651232825","0.834507640213823","1-6-4"
"25","0.778571428571429","0.687958532695375","0.876228342595619","0.842583732057416","0.851453210888384","1-7-1"
"26","0.8","0.685952380952381","0.873097643097643","0.871190476190476","0.87043690349947","1-7-2"
"27","0.778571428571429","0.669480519480519","0.855411255411256","0.862770562770563","0.858670921259394","1-7-3"
"28","0.735714285714286","0.56879117259552","0.819632850241546","0.854249011857708","0.834049071955251","1-7-4"
"29","0.792857142857143","0.728551294243514","0.888511278195489","0.834245445629885","0.858564129714937","1-8-1"
"30","0.735714285714286","0.642748917748918","0.843659147869674","0.804545454545454","0.823424087729249","1-8-2"
"31","0.807142857142857","0.689090909090909","0.858798675009201","0.898181818181818","0.875822820518498","1-8-3"
"32","0.821428571428572","0.757865612648221","0.885375494071146","0.890731225296443","0.885524900893961","1-8-4"
"33","0.792857142857143","0.695901347571828","0.863419913419913","0.876247139588101","0.867000744568038","2-1-1"
"34","0.742857142857143","0.671198945981555","0.870027125474696","0.802397891963109","0.826458022202703","2-1-2"
"35","0.764285714285714","0.686630434782609","0.868329519450801","0.828260869565217","0.844934573347111","2-1-3"
"36","0.771428571428571","0.683612555763585","0.857655502392345","0.857542571844631","0.853556667067728","2-1-4"
"37","0.757142857142857","0.620123188405797","0.818598068598069","0.861913043478261","0.83723940026461","2-2-1"
"38","0.764285714285714","0.623190476190476","0.82512215320911","0.908285714285714","0.855191040843215","2-2-2"
"39","0.778571428571429","0.670898268398268","0.850966183574879","0.872748917748918","0.857915323447238","2-2-3"
"40","0.778571428571429","0.650505809979494","0.859735554300772","0.853392572339941","0.855623570992631","2-2-4"
"41","0.728571428571429","0.635302716607064","0.841201437096578","0.818224480833176","0.82066611941578","2-3-1"
"42","0.757142857142857","0.687994227994228","0.8627337574706","0.851226551226551","0.844288001970929","2-3-2"
"43","0.742857142857143","0.593275084945565","0.830325814536341","0.839883503224464","0.832122949681436","2-3-3"
"44","0.764285714285714","0.618152173913044","0.818201783723523","0.88463768115942","0.848774972439569","2-3-4"
"45","0.728571428571428","0.636951345755693","0.839055624009857","0.824616977225673","0.821230199785371","2-4-1"
"46","0.771428571428572","0.650024468285338","0.841666666666667","0.870525127046866","0.853890609739981","2-4-2"
"47","0.75","0.652772981531563","0.866341991341991","0.806101518618681","0.830016881567075","2-4-3"
"48","0.75","0.665714285714286","0.854084886128364","0.835","0.835895121427036","2-4-4"
"49","0.785714285714286","0.675689223057644","0.851491812535291","0.882330827067669","0.864689026095562","2-5-1"
"50","0.735714285714286","0.612827733860343","0.825001198648796","0.852322134387352","0.82981074783153","2-5-2"
"51","0.714285714285714","0.630144927536232","0.842857142857143","0.791718426501035","0.810711510711511","2-5-3"
"52","0.75","0.677619047619048","0.851616161616162","0.840952380952381","0.838648947951274","2-5-4"
"53","0.8","0.688471673254282","0.860121212121212","0.890276679841897","0.873271368368501","2-6-1"
"54","0.792857142857143","0.650689393939394","0.842798418972332","0.901378787878788","0.867795446061963","2-6-2"
"55","0.792857142857143","0.717213438735178","0.877018379535542","0.864426877470356","0.865102670394293","2-6-3"
"56","0.75","0.65124788255223","0.856884057971014","0.825352907961604","0.834855123530553","2-6-4"
"57","0.728571428571428","0.640459409393048","0.844169246646027","0.799014056881334","0.81578056436773","2-7-1"
"58","0.757142857142857","0.592632654869497","0.837819499341238","0.857884357358041","0.845073562096818","2-7-2"
"59","0.721428571428572","0.664069264069264","0.859746201510907","0.770995670995671","0.810634636681148","2-7-3"
"60","0.75","0.63969696969697","0.837562505297059","0.839393939393939","0.833391703147801","2-7-4"
"61","0.75","0.67652362130623","0.86264320220842","0.806380575945793","0.832608449036968","2-8-1"
"62","0.742857142857143","0.631469979296066","0.834952004517222","0.834368530020704","0.834126473459133","2-8-2"
"63","0.764285714285714","0.619623696923468","0.830797101449275","0.870358504958047","0.849538844363834","2-8-3"
"64","0.785714285714286","0.670454545454546","0.851277997364954","0.883766233766234","0.864605406951211","2-8-4"
"65","0.707142857142857","0.587159928807526","0.81953557312253","0.799716683011877","0.804351204351204","3-1-1"
"66","0.8","0.723109354413702","0.882310123133922","0.864313946922643","0.870670664181725","3-1-2"
"67","0.792857142857143","0.646393939393939","0.868737794713027","0.857787878787879","0.861918289266926","3-1-3"
"68","0.735714285714286","0.612891941391941","0.814715570022475","0.821571428571429","0.816602192134107","3-1-4"
"69","0.728571428571429","0.67741341991342","0.857517162471396","0.788636363636364","0.815286650914992","3-2-1"
"70","0.764285714285714","0.688856107660456","0.865481577246283","0.836997929606625","0.845478650512975","3-2-2"
"71","0.778571428571429","0.63980754917597","0.852871657754011","0.873265892002734","0.858321015852299","3-2-3"
"72","0.771428571428571","0.669117647058823","0.847009222661397","0.865508021390374","0.851878411443629","3-2-4"
"73","0.807142857142857","0.709523809523809","0.874770186335404","0.880952380952381","0.876750756621866","3-3-1"
"74","0.707142857142857","0.619329945416902","0.831659451659452","0.779136081309994","0.803365360926337","3-3-2"
