"","accuracy","auc","precision","recall","f1","V1"
"1","0.842784163473819","0.725108225108225","0.872532091097309","0.935930735930736","0.90231814954832","Type: C-classification Kernel: linear"
"2","0.828215654077723","0.624025974025974","0.825712250712251","0.990909090909091","0.900125702454895","Type: C-classification Kernel: polynomial"
"3","0.813929939792009","0.636580086580087","0.834418219461698","0.954112554112554","0.889216157878507","Type: C-classification Kernel: radial"
"4","0.792993979200876","0.651515151515152","0.841746031746032","0.907792207792208","0.871816117105793","Type: C-classification Kernel: sigmoid"
"5","0.727686553548623","0.651948051948052","0.856355835240275","0.78961038961039","0.817311201136618","Type: nu-classification Kernel: linear"
"6","0.829009304871374","0.706277056277056","0.865154150197628","0.926839826839827","0.894376621234612","Type: nu-classification Kernel: polynomial"
"7","0.842519613209268","0.722727272727273","0.872545454545455","0.935930735930736","0.902350984404638","Type: nu-classification Kernel: radial"
"8","0.271428571428571","0.36017316017316","0.560714285714286","0.201298701298701","0.27612030075188","Type: nu-classification Kernel: sigmoid"
"9","0.363446451377486","0.436580086580087","0.719271708683473","0.301731601731602","0.409737660168695","Type: one-classification Kernel: linear"
"10","0.442072614486408","0.49978354978355","0.787653457653458","0.394805194805195","0.523678195618423","Type: one-classification Kernel: polynomial"
"11","0.657224958949097","0.576623376623377","0.819923273657289","0.724675324675325","0.763387065995762","Type: one-classification Kernel: radial"
"12","0.614285714285714","0.518181818181818","0.789172932330827","0.688744588744589","0.73409689851401","Type: one-classification Kernel: sigmoid"
