"","accuracy","auc","precision","sensitivity","specificity","f1","V1"
"6",0.835714285714286,0.674675324675325,0.846755852842809,0.963636363636364,0.385714285714286,0.900965669647446,300
"7",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,350
"8",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,400
"9",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,450
"10",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,500
"11",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,550
"12",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,600
"13",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,650
"14",0.835714285714286,0.674675324675325,0.846755852842809,0.963636363636364,0.385714285714286,0.900965669647446,700
"15",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,750
"16",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,800
"17",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,850
"18",0.814285714285714,0.638961038961039,0.832772946859903,0.954112554112554,0.323809523809524,0.888698588902104,900
"19",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,950
"20",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1000
"21",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1050
"22",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1100
"23",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1150
"24",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1200
"25",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1250
"26",0.821428571428572,0.643722943722944,0.834311408398365,0.963636363636364,0.323809523809524,0.893508949679163,1300
"27",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1350
"28",0.828571428571429,0.658008658008658,0.840772946859903,0.963636363636364,0.352380952380952,0.897394241076017,1400
